output_dir ./models/train_dataset
Map: 100%|███████████████████████████████████████████████████████████████████| 64359/64359 [00:46<00:00, 1396.08 examples/s]
Map: 100%|████████████████████████████████████████████████████████████████████████| 240/240 [00:00<00:00, 497.77 examples/s]
10/23/2024 15:22:22 - WARNING - accelerate.utils.other -   Detected kernel version 5.4.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
                                                                                                                            
{'loss': 0.9401, 'grad_norm': 34.19237518310547, 'learning_rate': 1.9999935338759674e-05, 'epoch': 0.0}
{'loss': 0.2811, 'grad_norm': 7.561140537261963, 'learning_rate': 9.597340598905851e-06, 'epoch': 1.54}
{'loss': 0.3152, 'grad_norm': 15.780935287475586, 'learning_rate': 9.561410990436295e-06, 'epoch': 1.54}
{'loss': 0.3697, 'grad_norm': 9.872279167175293, 'learning_rate': 9.525487053908604e-06, 'epoch': 1.55}
{'loss': 0.2693, 'grad_norm': 16.400672912597656, 'learning_rate': 9.489569253900042e-06, 'epoch': 1.55}
{'loss': 0.3611, 'grad_norm': 3.756553888320923, 'learning_rate': 9.453658054908512e-06, 'epoch': 1.55}
{'loss': 0.3476, 'grad_norm': 9.209244728088379, 'learning_rate': 9.417753921346546e-06, 'epoch': 1.56}
{'loss': 0.2515, 'grad_norm': 4.65749454498291, 'learning_rate': 9.381857317535303e-06, 'epoch': 1.56}
{'loss': 0.2434, 'grad_norm': 7.180754661560059, 'learning_rate': 9.34596870769857e-06, 'epoch': 1.56}
{'loss': 0.2285, 'grad_norm': 12.361230850219727, 'learning_rate': 9.310088555956751e-06, 'epoch': 1.57}
{'loss': 0.3601, 'grad_norm': 6.7779860496521, 'learning_rate': 9.274217326320871e-06, 'epoch': 1.57}
{'loss': 0.3744, 'grad_norm': 8.082788467407227, 'learning_rate': 9.238355482686568e-06, 'epoch': 1.57}
{'loss': 0.3012, 'grad_norm': 9.265256881713867, 'learning_rate': 9.202503488828101e-06, 'epoch': 1.58}
{'loss': 0.2739, 'grad_norm': 15.394462585449219, 'learning_rate': 9.166661808392348e-06, 'epoch': 1.58}
{'loss': 0.378, 'grad_norm': 8.15249252319336, 'learning_rate': 9.13083090489281e-06, 'epoch': 1.58}
{'loss': 0.3712, 'grad_norm': 18.53883934020996, 'learning_rate': 9.095011241703623e-06, 'epoch': 1.59}
{'loss': 0.2831, 'grad_norm': 8.25644588470459, 'learning_rate': 9.059203282053555e-06, 'epoch': 1.59}
{'loss': 0.3252, 'grad_norm': 8.08659839630127, 'learning_rate': 9.02340748902002e-06, 'epoch': 1.59}
{'loss': 0.3131, 'grad_norm': 12.705511093139648, 'learning_rate': 8.987624325523099e-06, 'epoch': 1.6}
{'loss': 0.32, 'grad_norm': 6.3001508712768555, 'learning_rate': 8.951854254319536e-06, 'epoch': 1.6}
{'loss': 0.3828, 'grad_norm': 10.246041297912598, 'learning_rate': 8.916097737996765e-06, 'epoch': 1.6}
{'loss': 0.2749, 'grad_norm': 8.64716625213623, 'learning_rate': 8.880355238966923e-06, 'epoch': 1.61}
{'loss': 0.3655, 'grad_norm': 7.748308181762695, 'learning_rate': 8.844627219460879e-06, 'epoch': 1.61}
{'loss': 0.291, 'grad_norm': 6.959551811218262, 'learning_rate': 8.80891414152224e-06, 'epoch': 1.61}
{'loss': 0.2802, 'grad_norm': 7.579473495483398, 'learning_rate': 8.773216467001388e-06, 'epoch': 1.62}
{'loss': 0.2588, 'grad_norm': 9.341996192932129, 'learning_rate': 8.73753465754951e-06, 'epoch': 1.62}
{'loss': 0.2375, 'grad_norm': 2.5086612701416016, 'learning_rate': 8.701869174612616e-06, 'epoch': 1.62}
{'loss': 0.2655, 'grad_norm': 6.028079986572266, 'learning_rate': 8.666220479425576e-06, 'epoch': 1.63}
{'loss': 0.2661, 'grad_norm': 7.159470081329346, 'learning_rate': 8.630589033006162e-06, 'epoch': 1.63}
{'loss': 0.3699, 'grad_norm': 17.547693252563477, 'learning_rate': 8.594975296149076e-06, 'epoch': 1.63}
{'loss': 0.297, 'grad_norm': 4.203026294708252, 'learning_rate': 8.55937972942e-06, 'epoch': 1.64}
{'loss': 0.3349, 'grad_norm': 6.641670227050781, 'learning_rate': 8.523802793149627e-06, 'epoch': 1.64}
{'loss': 0.3089, 'grad_norm': 7.856637954711914, 'learning_rate': 8.488244947427729e-06, 'epoch': 1.64}
{'loss': 0.2642, 'grad_norm': 8.681146621704102, 'learning_rate': 8.452706652097187e-06, 'epoch': 1.65}
{'loss': 0.2534, 'grad_norm': 5.323173522949219, 'learning_rate': 8.417188366748051e-06, 'epoch': 1.65}
{'loss': 0.3254, 'grad_norm': 7.969178676605225, 'learning_rate': 8.381690550711597e-06, 'epoch': 1.66}
{'loss': 0.2681, 'grad_norm': 10.466785430908203, 'learning_rate': 8.346213663054388e-06, 'epoch': 1.66}
{'loss': 0.2674, 'grad_norm': 4.776351451873779, 'learning_rate': 8.310758162572337e-06, 'epoch': 1.66}
{'loss': 0.2749, 'grad_norm': 9.306196212768555, 'learning_rate': 8.27532450778477e-06, 'epoch': 1.67}
{'loss': 0.3216, 'grad_norm': 9.782708168029785, 'learning_rate': 8.2399131569285e-06, 'epoch': 1.67}
{'loss': 0.328, 'grad_norm': 4.881145477294922, 'learning_rate': 8.204524567951901e-06, 'epoch': 1.67}
{'loss': 0.3254, 'grad_norm': 6.031126499176025, 'learning_rate': 8.169159198508987e-06, 'epoch': 1.68}
{'loss': 0.3429, 'grad_norm': 13.990608215332031, 'learning_rate': 8.133817505953486e-06, 'epoch': 1.68}
{'loss': 0.3821, 'grad_norm': 9.743939399719238, 'learning_rate': 8.098499947332935e-06, 'epoch': 1.68}
{'loss': 0.2731, 'grad_norm': 7.771883010864258, 'learning_rate': 8.063206979382762e-06, 'epoch': 1.69}
{'loss': 0.363, 'grad_norm': 10.11536693572998, 'learning_rate': 8.027939058520381e-06, 'epoch': 1.69}
{'loss': 0.2399, 'grad_norm': 4.836210250854492, 'learning_rate': 7.992696640839298e-06, 'epoch': 1.69}
{'loss': 0.3779, 'grad_norm': 14.727543830871582, 'learning_rate': 7.957480182103198e-06, 'epoch': 1.7}
{'loss': 0.3513, 'grad_norm': 8.968375205993652, 'learning_rate': 7.922290137740064e-06, 'epoch': 1.7}
{'loss': 0.2626, 'grad_norm': 5.174222946166992, 'learning_rate': 7.887126962836274e-06, 'epoch': 1.7}
{'loss': 0.2605, 'grad_norm': 7.804601192474365, 'learning_rate': 7.851991112130734e-06, 'epoch': 1.71}
{'loss': 0.3856, 'grad_norm': 16.37550926208496, 'learning_rate': 7.81688304000898e-06, 'epoch': 1.71}
{'loss': 0.3511, 'grad_norm': 3.5592198371887207, 'learning_rate': 7.781803200497305e-06, 'epoch': 1.71}
{'loss': 0.3128, 'grad_norm': 8.184667587280273, 'learning_rate': 7.746752047256904e-06, 'epoch': 1.72}
{'loss': 0.263, 'grad_norm': 13.301172256469727, 'learning_rate': 7.71173003357798e-06, 'epoch': 1.72}
{'loss': 0.2231, 'grad_norm': 2.4398608207702637, 'learning_rate': 7.676737612373901e-06, 'epoch': 1.72}
{'loss': 0.3159, 'grad_norm': 10.9042329788208, 'learning_rate': 7.641775236175344e-06, 'epoch': 1.73}
{'loss': 0.3495, 'grad_norm': 15.75515365600586, 'learning_rate': 7.606843357124426e-06, 'epoch': 1.73}
{'loss': 0.2447, 'grad_norm': 3.9160842895507812, 'learning_rate': 7.571942426968873e-06, 'epoch': 1.73}
{'loss': 0.3153, 'grad_norm': 14.107072830200195, 'learning_rate': 7.53707289705617e-06, 'epoch': 1.74}
{'loss': 0.343, 'grad_norm': 7.751733779907227, 'learning_rate': 7.50223521832773e-06, 'epoch': 1.74}
{'loss': 0.3017, 'grad_norm': 11.35549259185791, 'learning_rate': 7.467429841313061e-06, 'epoch': 1.74}
{'loss': 0.237, 'grad_norm': 9.08718490600586, 'learning_rate': 7.432657216123927e-06, 'epoch': 1.75}
{'loss': 0.2845, 'grad_norm': 12.63232421875, 'learning_rate': 7.397917792448539e-06, 'epoch': 1.75}
{'loss': 0.2569, 'grad_norm': 10.826306343078613, 'learning_rate': 7.3632120195457515e-06, 'epoch': 1.75}
{'loss': 0.345, 'grad_norm': 11.535847663879395, 'learning_rate': 7.328540346239222e-06, 'epoch': 1.76}
{'loss': 0.3163, 'grad_norm': 8.438788414001465, 'learning_rate': 7.293903220911634e-06, 'epoch': 1.76}
{'loss': 0.2101, 'grad_norm': 9.206671714782715, 'learning_rate': 7.25930109149888e-06, 'epoch': 1.77}
{'loss': 0.2513, 'grad_norm': 2.658080577850342, 'learning_rate': 7.224734405484286e-06, 'epoch': 1.77}
{'loss': 0.248, 'grad_norm': 4.895211696624756, 'learning_rate': 7.190203609892808e-06, 'epoch': 1.77}
{'loss': 0.233, 'grad_norm': 2.6992955207824707, 'learning_rate': 7.155709151285259e-06, 'epoch': 1.78}
{'loss': 0.3392, 'grad_norm': 6.611466884613037, 'learning_rate': 7.12125147575254e-06, 'epoch': 1.78}
{'loss': 0.2951, 'grad_norm': 5.759622573852539, 'learning_rate': 7.086831028909855e-06, 'epoch': 1.78}
{'loss': 0.2367, 'grad_norm': 2.583097457885742, 'learning_rate': 7.052448255890958e-06, 'epoch': 1.79}
{'loss': 0.2786, 'grad_norm': 10.77127456665039, 'learning_rate': 7.018103601342405e-06, 'epoch': 1.79}
{'loss': 0.3948, 'grad_norm': 14.18974781036377, 'learning_rate': 6.983797509417786e-06, 'epoch': 1.79}
{'loss': 0.2895, 'grad_norm': 9.547308921813965, 'learning_rate': 6.949530423771991e-06, 'epoch': 1.8}
{'loss': 0.3868, 'grad_norm': 5.204476356506348, 'learning_rate': 6.915302787555471e-06, 'epoch': 1.8}
{'loss': 0.2973, 'grad_norm': 9.663310050964355, 'learning_rate': 6.881115043408512e-06, 'epoch': 1.8}
{'loss': 0.3319, 'grad_norm': 9.247088432312012, 'learning_rate': 6.846967633455499e-06, 'epoch': 1.81}
{'loss': 0.2368, 'grad_norm': 14.509949684143066, 'learning_rate': 6.8128609992992086e-06, 'epoch': 1.81}
{'loss': 0.3192, 'grad_norm': 8.180516242980957, 'learning_rate': 6.778795582015096e-06, 'epoch': 1.81}
{'loss': 0.2855, 'grad_norm': 7.4095683097839355, 'learning_rate': 6.744771822145588e-06, 'epoch': 1.82}
{'loss': 0.2361, 'grad_norm': 9.123411178588867, 'learning_rate': 6.710790159694384e-06, 'epoch': 1.82}
{'loss': 0.2623, 'grad_norm': 11.377439498901367, 'learning_rate': 6.676851034120777e-06, 'epoch': 1.82}
{'loss': 0.2542, 'grad_norm': 3.3696563243865967, 'learning_rate': 6.6429548843339554e-06, 'epoch': 1.83}
{'loss': 0.2902, 'grad_norm': 7.198984622955322, 'learning_rate': 6.609102148687333e-06, 'epoch': 1.83}
{'loss': 0.2872, 'grad_norm': 6.3002705574035645, 'learning_rate': 6.575293264972894e-06, 'epoch': 1.83}
{'loss': 0.3401, 'grad_norm': 8.634592056274414, 'learning_rate': 6.541528670415503e-06, 'epoch': 1.84}
{'loss': 0.2233, 'grad_norm': 11.348062515258789, 'learning_rate': 6.507808801667275e-06, 'epoch': 1.84}
{'loss': 0.2671, 'grad_norm': 7.618922710418701, 'learning_rate': 6.474134094801918e-06, 'epoch': 1.84}
{'loss': 0.2862, 'grad_norm': 7.642275810241699, 'learning_rate': 6.440504985309091e-06, 'epoch': 1.85}
{'loss': 0.2198, 'grad_norm': 2.760072708129883, 'learning_rate': 6.406921908088783e-06, 'epoch': 1.85}
{'loss': 0.2988, 'grad_norm': 12.475837707519531, 'learning_rate': 6.37338529744568e-06, 'epoch': 1.85}
{'loss': 0.3018, 'grad_norm': 3.831778049468994, 'learning_rate': 6.33989558708355e-06, 'epoch': 1.86}
{'loss': 0.361, 'grad_norm': 14.096631050109863, 'learning_rate': 6.306453210099631e-06, 'epoch': 1.86}
{'loss': 0.2947, 'grad_norm': 3.079723358154297, 'learning_rate': 6.273058598979044e-06, 'epoch': 1.86}
{'loss': 0.2674, 'grad_norm': 6.84438419342041, 'learning_rate': 6.239712185589181e-06, 'epoch': 1.87}
{'loss': 0.3243, 'grad_norm': 17.969806671142578, 'learning_rate': 6.20641440117413e-06, 'epoch': 1.87}
{'loss': 0.3869, 'grad_norm': 62.873802185058594, 'learning_rate': 6.173165676349103e-06, 'epoch': 1.88}
{'loss': 0.3432, 'grad_norm': 3.4704904556274414, 'learning_rate': 6.139966441094857e-06, 'epoch': 1.88}
{'loss': 0.3016, 'grad_norm': 6.712100028991699, 'learning_rate': 6.1068171247521335e-06, 'epoch': 1.88}
{'loss': 0.3984, 'grad_norm': 5.044218063354492, 'learning_rate': 6.073718156016121e-06, 'epoch': 1.89}
{'loss': 0.3443, 'grad_norm': 7.568478107452393, 'learning_rate': 6.04066996293089e-06, 'epoch': 1.89}
{'loss': 0.3314, 'grad_norm': 7.570775508880615, 'learning_rate': 6.00767297288387e-06, 'epoch': 1.89}
{'loss': 0.3407, 'grad_norm': 6.104752540588379, 'learning_rate': 5.9747276126003265e-06, 'epoch': 1.9}
{'loss': 0.277, 'grad_norm': 8.688509941101074, 'learning_rate': 5.941834308137828e-06, 'epoch': 1.9}
{'loss': 0.3288, 'grad_norm': 9.383116722106934, 'learning_rate': 5.908993484880749e-06, 'epoch': 1.9}
{'loss': 0.3305, 'grad_norm': 5.08515739440918, 'learning_rate': 5.87620556753476e-06, 'epoch': 1.91}
{'loss': 0.2971, 'grad_norm': 7.41873836517334, 'learning_rate': 5.843470980121345e-06, 'epoch': 1.91}
{'loss': 0.3207, 'grad_norm': 121.0536117553711, 'learning_rate': 5.810790145972307e-06, 'epoch': 1.91}
{'loss': 0.2448, 'grad_norm': 5.8038411140441895, 'learning_rate': 5.7781634877243e-06, 'epoch': 1.92}
{'loss': 0.2587, 'grad_norm': 6.761044979095459, 'learning_rate': 5.745591427313365e-06, 'epoch': 1.92}
{'loss': 0.3265, 'grad_norm': 2.6137654781341553, 'learning_rate': 5.713074385969457e-06, 'epoch': 1.92}
{'loss': 0.2423, 'grad_norm': 8.122249603271484, 'learning_rate': 5.680612784211033e-06, 'epoch': 1.93}
{'loss': 0.2753, 'grad_norm': 9.05001163482666, 'learning_rate': 5.64820704183958e-06, 'epoch': 1.93}
{'loss': 0.322, 'grad_norm': 10.525200843811035, 'learning_rate': 5.615857577934187e-06, 'epoch': 1.93}
{'loss': 0.2659, 'grad_norm': 8.529788970947266, 'learning_rate': 5.583564810846157e-06, 'epoch': 1.94}
{'loss': 0.2822, 'grad_norm': 4.253438949584961, 'learning_rate': 5.5513291581935544e-06, 'epoch': 1.94}
{'loss': 0.2805, 'grad_norm': 4.247969627380371, 'learning_rate': 5.519151036855841e-06, 'epoch': 1.94}
{'loss': 0.2556, 'grad_norm': 5.202085971832275, 'learning_rate': 5.4870308629684675e-06, 'epoch': 1.95}
{'loss': 0.2351, 'grad_norm': 7.42547607421875, 'learning_rate': 5.454969051917482e-06, 'epoch': 1.95}
{'loss': 0.2724, 'grad_norm': 3.7141849994659424, 'learning_rate': 5.422966018334185e-06, 'epoch': 1.95}
{'loss': 0.3167, 'grad_norm': 9.072145462036133, 'learning_rate': 5.391022176089746e-06, 'epoch': 1.96}
{'loss': 0.3319, 'grad_norm': 7.828680515289307, 'learning_rate': 5.359137938289853e-06, 'epoch': 1.96}
{'loss': 0.2746, 'grad_norm': 2.7311599254608154, 'learning_rate': 5.32731371726938e-06, 'epoch': 1.96}
{'loss': 0.2822, 'grad_norm': 7.833062171936035, 'learning_rate': 5.295549924587052e-06, 'epoch': 1.97}
{'loss': 0.2462, 'grad_norm': 4.483027458190918, 'learning_rate': 5.263846971020108e-06, 'epoch': 1.97}
{'loss': 0.3366, 'grad_norm': 7.80693244934082, 'learning_rate': 5.232205266559012e-06, 'epoch': 1.97}
{'loss': 0.3023, 'grad_norm': 21.057279586791992, 'learning_rate': 5.200625220402139e-06, 'epoch': 1.98}
{'loss': 0.2835, 'grad_norm': 6.384188652038574, 'learning_rate': 5.169107240950473e-06, 'epoch': 1.98}
{'loss': 0.2579, 'grad_norm': 8.029728889465332, 'learning_rate': 5.137651735802345e-06, 'epoch': 1.98}
{'loss': 0.2692, 'grad_norm': 4.699970245361328, 'learning_rate': 5.106259111748154e-06, 'epoch': 1.99}
{'loss': 0.2394, 'grad_norm': 6.296164035797119, 'learning_rate': 5.074929774765096e-06, 'epoch': 1.99}
{'loss': 0.3076, 'grad_norm': 13.015338897705078, 'learning_rate': 5.043664130011932e-06, 'epoch': 2.0}
{'loss': 0.3069, 'grad_norm': 9.447244644165039, 'learning_rate': 5.012462581823739e-06, 'epoch': 2.0}
{'loss': 0.26, 'grad_norm': 7.973450183868408, 'learning_rate': 4.981325533706671e-06, 'epoch': 2.0}
{'loss': 0.188, 'grad_norm': 6.799598693847656, 'learning_rate': 4.950253388332763e-06, 'epoch': 2.01}
{'loss': 0.2425, 'grad_norm': 9.631482124328613, 'learning_rate': 4.919246547534709e-06, 'epoch': 2.01}
{'loss': 0.2359, 'grad_norm': 7.950342178344727, 'learning_rate': 4.888305412300658e-06, 'epoch': 2.01}
{'loss': 0.2982, 'grad_norm': 4.988908767700195, 'learning_rate': 4.857430382769053e-06, 'epoch': 2.02}
{'loss': 0.2239, 'grad_norm': 6.825836658477783, 'learning_rate': 4.826621858223431e-06, 'epoch': 2.02}
{'loss': 0.2851, 'grad_norm': 5.4362993240356445, 'learning_rate': 4.795880237087278e-06, 'epoch': 2.02}
{'loss': 0.2355, 'grad_norm': 8.40625286102295, 'learning_rate': 4.765205916918866e-06, 'epoch': 2.03}
{'loss': 0.3097, 'grad_norm': 6.16697359085083, 'learning_rate': 4.734599294406105e-06, 'epoch': 2.03}
{'loss': 0.2086, 'grad_norm': 3.7687928676605225, 'learning_rate': 4.7040607653614335e-06, 'epoch': 2.03}
{'loss': 0.2353, 'grad_norm': 8.890471458435059, 'learning_rate': 4.673590724716689e-06, 'epoch': 2.04}
{'loss': 0.1783, 'grad_norm': 7.732590675354004, 'learning_rate': 4.643189566517988e-06, 'epoch': 2.04}
{'loss': 0.2817, 'grad_norm': 12.564621925354004, 'learning_rate': 4.612857683920658e-06, 'epoch': 2.04}
{'loss': 0.2607, 'grad_norm': 6.156473159790039, 'learning_rate': 4.582595469184122e-06, 'epoch': 2.05}
{'loss': 0.194, 'grad_norm': 9.092164993286133, 'learning_rate': 4.552403313666848e-06, 'epoch': 2.05}
{'loss': 0.2062, 'grad_norm': 2.8110010623931885, 'learning_rate': 4.522281607821288e-06, 'epoch': 2.05}
{'loss': 0.257, 'grad_norm': 8.864936828613281, 'learning_rate': 4.492230741188807e-06, 'epoch': 2.06}
{'loss': 0.237, 'grad_norm': 2.622124433517456, 'learning_rate': 4.462251102394669e-06, 'epoch': 2.06}
{'loss': 0.2589, 'grad_norm': 6.619525909423828, 'learning_rate': 4.4323430791430046e-06, 'epoch': 2.06}
{'loss': 0.2181, 'grad_norm': 6.838198661804199, 'learning_rate': 4.40250705821178e-06, 'epoch': 2.07}
{'loss': 0.1894, 'grad_norm': 10.54153823852539, 'learning_rate': 4.372743425447826e-06, 'epoch': 2.07}
{'loss': 0.249, 'grad_norm': 10.476226806640625, 'learning_rate': 4.343052565761826e-06, 'epoch': 2.07}
{'loss': 0.2346, 'grad_norm': 3.4045183658599854, 'learning_rate': 4.313434863123337e-06, 'epoch': 2.08}
{'loss': 0.2775, 'grad_norm': 11.399020195007324, 'learning_rate': 4.28389070055584e-06, 'epoch': 2.08}
{'loss': 0.1316, 'grad_norm': 13.761037826538086, 'learning_rate': 4.2544204601317776e-06, 'epoch': 2.08}
{'loss': 0.1966, 'grad_norm': 3.968794345855713, 'learning_rate': 4.225024522967602e-06, 'epoch': 2.09}
{'loss': 0.2387, 'grad_norm': 7.531041145324707, 'learning_rate': 4.1957032692188685e-06, 'epoch': 2.09}
{'loss': 0.1783, 'grad_norm': 2.6608095169067383, 'learning_rate': 4.166457078075307e-06, 'epoch': 2.09}
{'loss': 0.2737, 'grad_norm': 7.563698768615723, 'learning_rate': 4.137286327755913e-06, 'epoch': 2.1}
{'loss': 0.1843, 'grad_norm': 5.4176764488220215, 'learning_rate': 4.108191395504064e-06, 'epoch': 2.1}
{'loss': 0.2458, 'grad_norm': 6.273753643035889, 'learning_rate': 4.079172657582649e-06, 'epoch': 2.11}
{'loss': 0.2333, 'grad_norm': 7.680718898773193, 'learning_rate': 4.050230489269175e-06, 'epoch': 2.11}
{'loss': 0.2391, 'grad_norm': 11.021305084228516, 'learning_rate': 4.021365264850948e-06, 'epoch': 2.11}
{'loss': 0.3068, 'grad_norm': 4.211671829223633, 'learning_rate': 3.99257735762021e-06, 'epoch': 2.12}
{'loss': 0.2754, 'grad_norm': 10.835124969482422, 'learning_rate': 3.96386713986932e-06, 'epoch': 2.12}
{'loss': 0.2282, 'grad_norm': 11.976055145263672, 'learning_rate': 3.9352349828859356e-06, 'epoch': 2.12}
{'loss': 0.2892, 'grad_norm': 4.775869369506836, 'learning_rate': 3.906681256948212e-06, 'epoch': 2.13}
{'loss': 0.2712, 'grad_norm': 5.182058811187744, 'learning_rate': 3.878206331320015e-06, 'epoch': 2.13}
{'loss': 0.2053, 'grad_norm': 5.30479621887207, 'learning_rate': 3.8498105742461524e-06, 'epoch': 2.13}
{'loss': 0.2309, 'grad_norm': 19.36279296875, 'learning_rate': 3.82149435294759e-06, 'epoch': 2.14}
{'loss': 0.1929, 'grad_norm': 8.120194435119629, 'learning_rate': 3.7932580336167356e-06, 'epoch': 2.14}
{'loss': 0.2444, 'grad_norm': 3.349116086959839, 'learning_rate': 3.7651019814126656e-06, 'epoch': 2.14}
{'loss': 0.2073, 'grad_norm': 7.478007793426514, 'learning_rate': 3.737026560456437e-06, 'epoch': 2.15}
{'loss': 0.3225, 'grad_norm': 9.793412208557129, 'learning_rate': 3.7090321338263602e-06, 'epoch': 2.15}
{'loss': 0.2589, 'grad_norm': 5.265586853027344, 'learning_rate': 3.681119063553299e-06, 'epoch': 2.15}
{'loss': 0.2199, 'grad_norm': 5.843497276306152, 'learning_rate': 3.6532877106160046e-06, 'epoch': 2.16}
{'loss': 0.2712, 'grad_norm': 7.873224258422852, 'learning_rate': 3.625538434936442e-06, 'epoch': 2.16}
{'loss': 0.2335, 'grad_norm': 9.126121520996094, 'learning_rate': 3.5978715953751207e-06, 'epoch': 2.16}
{'loss': 0.2944, 'grad_norm': 4.740258693695068, 'learning_rate': 3.5702875497264764e-06, 'epoch': 2.17}
{'loss': 0.1991, 'grad_norm': 5.519411087036133, 'learning_rate': 3.542786654714234e-06, 'epoch': 2.17}
{'loss': 0.268, 'grad_norm': 5.60375452041626, 'learning_rate': 3.515369265986781e-06, 'epoch': 2.17}
{'loss': 0.2464, 'grad_norm': 11.54128646850586, 'learning_rate': 3.4880357381125962e-06, 'epoch': 2.18}
{'loss': 0.2363, 'grad_norm': 5.358747959136963, 'learning_rate': 3.460786424575644e-06, 'epoch': 2.18}
{'loss': 0.1743, 'grad_norm': 7.031284809112549, 'learning_rate': 3.4336216777707998e-06, 'epoch': 2.18}
{'loss': 0.2049, 'grad_norm': 6.837336540222168, 'learning_rate': 3.4065418489993118e-06, 'epoch': 2.19}
{'loss': 0.2063, 'grad_norm': 10.019801139831543, 'learning_rate': 3.3795472884642465e-06, 'epoch': 2.19}
{'loss': 0.1792, 'grad_norm': 2.506350040435791, 'learning_rate': 3.3526383452659505e-06, 'epoch': 2.19}
{'loss': 0.2093, 'grad_norm': 3.183105230331421, 'learning_rate': 3.325815367397557e-06, 'epoch': 2.2}
{'loss': 0.2349, 'grad_norm': 8.51479434967041, 'learning_rate': 3.2990787017404703e-06, 'epoch': 2.2}
{'loss': 0.2276, 'grad_norm': 19.5892333984375, 'learning_rate': 3.272428694059876e-06, 'epoch': 2.2}
{'loss': 0.2674, 'grad_norm': 11.501060485839844, 'learning_rate': 3.245865689000296e-06, 'epoch': 2.21}
{'loss': 0.2312, 'grad_norm': 10.797609329223633, 'learning_rate': 3.2193900300810908e-06, 'epoch': 2.21}
{'loss': 0.2263, 'grad_norm': 2.1585206985473633, 'learning_rate': 3.193002059692054e-06, 'epoch': 2.21}
{'loss': 0.2282, 'grad_norm': 5.735048770904541, 'learning_rate': 3.1667021190889667e-06, 'epoch': 2.22}
{'loss': 0.2554, 'grad_norm': 8.677531242370605, 'learning_rate': 3.140490548389179e-06, 'epoch': 2.22}
{'loss': 0.1884, 'grad_norm': 9.362565994262695, 'learning_rate': 3.114367686567228e-06, 'epoch': 2.23}
{'loss': 0.2585, 'grad_norm': 8.801692962646484, 'learning_rate': 3.0883338714504473e-06, 'epoch': 2.23}
{'loss': 0.2512, 'grad_norm': 1.6210981607437134, 'learning_rate': 3.0623894397145837e-06, 'epoch': 2.23}
{'loss': 0.2944, 'grad_norm': 9.23274040222168, 'learning_rate': 3.036534726879473e-06, 'epoch': 2.24}
{'loss': 0.1963, 'grad_norm': 4.108893871307373, 'learning_rate': 3.010770067304668e-06, 'epoch': 2.24}
{'loss': 0.1417, 'grad_norm': 10.304243087768555, 'learning_rate': 2.985095794185141e-06, 'epoch': 2.24}
{'loss': 0.1517, 'grad_norm': 3.702575206756592, 'learning_rate': 2.9595122395469633e-06, 'epoch': 2.25}
{'loss': 0.2016, 'grad_norm': 11.629974365234375, 'learning_rate': 2.9340197342430044e-06, 'epoch': 2.25}
{'loss': 0.1901, 'grad_norm': 5.632882595062256, 'learning_rate': 2.908618607948669e-06, 'epoch': 2.25}
{'loss': 0.2721, 'grad_norm': 5.40233039855957, 'learning_rate': 2.883309189157627e-06, 'epoch': 2.26}
{'loss': 0.1542, 'grad_norm': 10.605332374572754, 'learning_rate': 2.8580918051775542e-06, 'epoch': 2.26}
{'loss': 0.1889, 'grad_norm': 8.426346778869629, 'learning_rate': 2.8329667821259197e-06, 'epoch': 2.26}
{'loss': 0.2332, 'grad_norm': 1.2880641222000122, 'learning_rate': 2.8079344449257573e-06, 'epoch': 2.27}
{'loss': 0.2208, 'grad_norm': 11.593718528747559, 'learning_rate': 2.7829951173014546e-06, 'epoch': 2.27}
{'loss': 0.2682, 'grad_norm': 2.473200559616089, 'learning_rate': 2.758149121774586e-06, 'epoch': 2.27}
{'loss': 0.1752, 'grad_norm': 1.986046552658081, 'learning_rate': 2.7333967796597317e-06, 'epoch': 2.28}
{'loss': 0.2603, 'grad_norm': 4.633270263671875, 'learning_rate': 2.7087384110603156e-06, 'epoch': 2.28}
{'loss': 0.2334, 'grad_norm': 7.210062026977539, 'learning_rate': 2.6841743348644788e-06, 'epoch': 2.28}
{'loss': 0.1896, 'grad_norm': 7.429600715637207, 'learning_rate': 2.6597048687409522e-06, 'epoch': 2.29}
{'loss': 0.1971, 'grad_norm': 29.31252670288086, 'learning_rate': 2.635330329134935e-06, 'epoch': 2.29}
{'loss': 0.2368, 'grad_norm': 5.159702301025391, 'learning_rate': 2.6110510312640238e-06, 'epoch': 2.29}
{'loss': 0.2295, 'grad_norm': 3.538001537322998, 'learning_rate': 2.586867289114121e-06, 'epoch': 2.3}
{'loss': 0.2361, 'grad_norm': 6.333773136138916, 'learning_rate': 2.562779415435379e-06, 'epoch': 2.3}
{'loss': 0.2002, 'grad_norm': 5.555689334869385, 'learning_rate': 2.5387877217381583e-06, 'epoch': 2.3}
{'loss': 0.219, 'grad_norm': 12.340011596679688, 'learning_rate': 2.514892518288988e-06, 'epoch': 2.31}
{'loss': 0.2243, 'grad_norm': 13.389945983886719, 'learning_rate': 2.4910941141065705e-06, 'epoch': 2.31}
{'loss': 0.1603, 'grad_norm': 8.94212818145752, 'learning_rate': 2.4673928169577733e-06, 'epoch': 2.31}
